a,b,c,t,e,et
1.0,2100,7,6.0,70.9965467752006,1.2133100314298986
1.0,2100,7,6.5,71.4910498686824,0.8198980177620001
1.0,2100,7,7.0,71.8164447929626,0.5293787977244051
1.0,2100,7,7.5,72.0204286664068,0.3215285350409971
1.0,2100,7,8.0,72.1379733280036,0.18391589112279405
1.0,2100,7,8.5,72.2043445575296,0.09660819980889812
1.0,2100,7,9.0,72.2345815278125,0.03514502737149883
1.0,2100,7,9.5,72.2394895849011,0.010909802659512025
1.0,2100,7,10.0,72.245491330472,0.013097179624125488
1.0,2400,3,0.0,0.0,36.8590678195818
1.0,2400,3,0.5,15.0617291926331,23.3878489509506
1.0,2400,3,1.0,23.3878489509506,14.059272694667301
1.0,2400,3,1.5,29.1210018873004,10.540162026075102
1.0,2400,3,2.0,33.9280109770257,8.794657086673297
1.0,2400,3,2.5,37.9156589739737,7.256037628043202
1.0,2400,3,3.0,41.1840486050689,5.910905098250204
1.0,2400,3,3.5,43.8265640722239,4.7454651824321985
1.0,2400,3,4.0,45.9295137875011,3.746618995933595
1.0,2400,3,4.5,47.5731830681575,2.900727650515101
1.0,2400,3,5.0,48.8302414380162,2.1948136167813033
1.0,2400,3,5.5,49.7679966849388,1.6155812719326974
1.0,2400,3,6.0,50.4458227099489,1.150006241492001
1.0,2400,3,6.5,50.9180029264308,0.7855783671289984
1.0,2400,3,7.0,51.2314010770779,0.5084697123175985
1.0,2400,3,7.5,51.4264726387484,0.305131758001302
1.0,2400,3,8.0,51.5365328350792,0.16986602965530295
1.0,2400,3,8.5,51.5963386684037,0.08309668996889741
1.0,2400,3,9.0,51.6196295250481,0.023175391882297447
1.0,2400,3,9.5,51.619514060286,0.004448408740906018
1.0,2400,3,10.0,51.624077933789,0.013807085271096753
1.0,2400,4,0.0,0.0,43.715659131895706
1.0,2400,4,0.5,17.6083699739054,26.7178207637259
1.0,2400,4,1.0,26.7178207637259,15.798524406402297
1.0,2400,4,1.5,33.4068943803077,12.592749997982597
1.0,2400,4,2.0,39.3105707617085,11.078998044461805
1.0,2400,4,2.5,44.4858924247695,9.678051445952
1.0,2400,4,3.0,48.9886222076605,8.387293485727895
1.0,2400,4,3.5,52.8731859104974,7.203877995203605
1.0,2400,4,4.0,56.1925002028641,6.125049455165204
1.0,2400,4,4.5,58.9982353656626,5.147745463909899
1.0,2400,4,5.0,61.340245666774,4.2689702282618
1.0,2400,4,5.5,63.2672055939244,3.485453742804303
1.0,2400,4,6.0,64.8256994095783,2.7938215016148007
1.0,2400,4,6.5,66.0610270955392,2.1906175943042996
1.0,2400,4,7.0,67.0163170038826,1.671910164699696
1.0,2400,4,7.5,67.7329372602389,1.2340884187347
1.0,2400,4,8.0,68.2504054226173,0.8722991574617964
1.0,2400,4,8.5,68.6052364177007,0.5848209203826968
1.0,2400,4,9.0,68.835226343,0.35827791905900597
1.0,2400,4,9.5,68.9635143367597,0.19401342663039145
1.0,2400,4,10.0,69.0292397696304,0.06888830485236497
1.0,2400,5,0.0,0.0,40.41728035335301
1.0,2400,5,0.5,17.3485461670484,28.9769043148406
1.0,2400,5,1.0,28.9769043148406,20.2686730744116
1.0,2400,5,1.5,37.61721924146,15.6401632981629
1.0,2400,5,2.0,44.6170676130035,12.608433347562098
1.0,2400,5,2.5,50.2256525890221,10.047174283685898
1.0,2400,5,3.0,54.6642418966894,7.903894865576703
1.0,2400,5,3.5,58.1295474545988,6.1284669409998
1.0,2400,5,4.0,60.7927088376892,4.675223221189803
1.0,2400,5,4.5,62.8047706757886,3.5012050735329083
1.0,2400,5,5.0,64.2939139112221,2.5669085536984966
1.0,2400,5,5.5,65.3716792294871,1.8365164876801998
1.0,2400,5,6.0,66.1304303989023,1.2765274297591986
1.0,2400,5,6.5,66.6482066592463,0.8579486451101985
1.0,2400,5,7.0,66.9883790440125,0.5531311107734069
1.0,2400,5,7.5,67.2013377700197,0.33852421669489274
1.0,2400,5,8.0,67.3269032607074,0.19882990047989324
1.0,2400,5,8.5,67.4001676704996,0.10523614675160786
1.0,2400,5,9.0,67.432139407459,0.04340095500259622
1.0,2400,5,9.5,67.4435686255022,0.018142475021988957
1.0,2400,5,10.0,67.450281882481,0.008710552893205659
1.0,2400,6,0.0,0.0,52.4848686640799
1.0,2400,6,0.5,22.0755973435354,35.8175207100617
1.0,2400,6,1.0,35.8175207100617,23.299126763575202
1.0,2400,6,1.5,45.3747241071106,17.0402662720303
1.0,2400,6,2.0,52.857786982092,13.272383545867697
1.0,2400,6,2.5,58.6471076529783,10.209275610542697
1.0,2400,6,3.0,63.0670625926347,7.746152728022203
1.0,2400,6,3.5,66.3932603810005,5.787697405583003
1.0,2400,6,4.0,68.8547599982177,4.251391609668701
1.0,2400,6,4.5,70.6446519906692,3.0634641066796036
1.0,2400,6,5.0,71.9182241048973,2.1599172943219003
1.0,2400,6,5.5,72.8045692849911,1.4858081599748942
1.0,2400,6,6.0,73.4040322648722,0.9930271036092932
1.0,2400,6,6.5,73.7975963886004,0.6423988464622994
1.0,2400,6,7.0,74.0464311113345,0.3992255421066062
